cohort,urm,freshman_transfer,cohort_major_desc,deg_major_desc,headcount
2018-19,Non-URM,Freshman,MATHEMATICS OF COMPUTATION                                  ,STATISTICS AND DATA SCIENCE                                                                                             ,6
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,APPLIED LINGUISTICS                                                                                                     ,1
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,APPLIED MATHEMATICS                                                                                                     ,3
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,BIOCHEMISTRY                                                                                                            ,2
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,CIVIL ENGINEERING                                                                                                       ,1
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,ENVIRONMENTAL SCIENCE                                                                                                   ,2
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,2
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,1
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,1
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,MATHEMATICS                                                                                                             ,1
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,MATHEMATICS OF COMPUTATION                                                                                              ,1
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,MATHEMATICS/APPLIED SCIENCE                                                                                             ,2
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,MATHEMATICS/ECONOMICS                                                                                                   ,1
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",1
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,PHYSICS                                                                                                                 ,1
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,PHYSIOLOGICAL SCIENCE                                                                                                   ,2
2018-19,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,PSYCHOBIOLOGY                                                                                                           ,1
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,APPLIED MATHEMATICS                                                                                                     ,3
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,ASIAN STUDIES                                                                                                           ,1
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,BUSINESS ECONOMICS                                                                                                      ,9
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,COGNITIVE SCIENCE                                                                                                       ,1
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,DATA THEORY                                                                                                             ,1
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,ECONOMICS                                                                                                               ,10
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,2
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,JAPANESE                                                                                                                ,1
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS OF COMPUTATION                                                                                              ,2
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS/ECONOMICS                                                                                                   ,20
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",1
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,No Degree,3
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,PHYSICS                                                                                                                 ,1
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,PSYCHOBIOLOGY                                                                                                           ,1
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,PSYCHOLOGY                                                                                                              ,1
2018-19,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,STATISTICS AND DATA SCIENCE                                                                                             ,7
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,AEROSPACE ENGINEERING                                                                                                   ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,APPLIED MATHEMATICS                                                                                                     ,10
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,ASTROPHYSICS                                                                                                            ,4
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,BIOCHEMISTRY                                                                                                            ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,BIOLOGY                                                                                                                 ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,BIOPHYSICS                                                                                                              ,2
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,CHEMICAL ENGINEERING                                                                                                    ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,CHEMISTRY                                                                                                               ,2
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,COGNITIVE SCIENCE                                                                                                       ,3
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,COMPUTATIONAL AND SYSTEMS BIOLOGY                                                                                       ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,COMPUTER ENGINEERING                                                                                                    ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,COMPUTER SCIENCE                                                                                                        ,8
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,COMPUTER SCIENCE AND ENGINEERING                                                                                        ,2
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,ECONOMICS                                                                                                               ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,ELECTRICAL ENGINEERING                                                                                                  ,2
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,ENVIRONMENTAL SCIENCE                                                                                                   ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,MATHEMATICS                                                                                                             ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,MATHEMATICS OF COMPUTATION                                                                                              ,3
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,MATHEMATICS/ECONOMICS                                                                                                   ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,No Degree,5
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,PHYSICS                                                                                                                 ,27
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,PHYSICS-BA                                                                                                              ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,PSYCHOLOGY                                                                                                              ,1
2018-19,Non-URM,Freshman,PHYSICS                                                                                                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,2
2018-19,Non-URM,Freshman,PHYSICS-BA                                                                                                              ,MATHEMATICS OF COMPUTATION                                                                                              ,1
2018-19,Non-URM,Freshman,PHYSICS-BA                                                                                                              ,STATISTICS AND DATA SCIENCE                                                                                             ,1
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,APPLIED MATHEMATICS                                                                                                     ,4
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,ARCHITECTURAL STUDIES                                                                                                   ,1
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,COGNITIVE SCIENCE                                                                                                       ,3
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,COMPUTATIONAL AND SYSTEMS BIOLOGY                                                                                       ,1
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,DATA THEORY                                                                                                             ,3
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,ECONOMICS                                                                                                               ,4
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,EUROPEAN LANGUAGES AND TRANSCULTURAL STUDIES WITH FRENCH AND FRANCOPHONE                                                ,1
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,1
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,1
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,1
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,MATHEMATICS                                                                                                             ,1
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,MATHEMATICS/ECONOMICS                                                                                                   ,1
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,POLITICAL SCIENCE                                                                                                       ,1
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,SOCIOLOGY                                                                                                               ,2
2018-19,Non-URM,Freshman,STATISTICS AND DATA SCIENCE                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,23
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,APPLIED MATHEMATICS                                                                                                     ,3
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,BIOCHEMISTRY                                                                                                            ,3
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,BIOLOGY                                                                                                                 ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,BIOPHYSICS                                                                                                              ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,BUSINESS ECONOMICS                                                                                                      ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,CHEMICAL ENGINEERING                                                                                                    ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,CIVIL ENGINEERING                                                                                                       ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,COGNITIVE SCIENCE                                                                                                       ,3
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,COMPUTER SCIENCE                                                                                                        ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,"ECOLOGY, BEHAVIOR, AND EVOLUTION                                                                                        ",1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,ECONOMICS                                                                                                               ,6
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,ENGLISH                                                                                                                 ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,ENVIRONMENTAL SCIENCE                                                                                                   ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,GEOLOGY                                                                                                                 ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,GEOPHYSICS                                                                                                              ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,HISTORY                                                                                                                 ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,LINGUISTICS                                                                                                             ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,MATHEMATICS OF COMPUTATION                                                                                              ,2
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,MECHANICAL ENGINEERING                                                                                                  ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,NEUROSCIENCE                                                                                                            ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,No Degree,3
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,PHILOSOPHY                                                                                                              ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,PHYSICS                                                                                                                 ,3
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,POLITICAL SCIENCE                                                                                                       ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,PSYCHOBIOLOGY                                                                                                           ,3
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,PSYCHOLOGY                                                                                                              ,2
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,PUBLIC AFFAIRS                                                                                                          ,1
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,SOCIOLOGY                                                                                                               ,2
2018-19,Non-URM,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,STATISTICS AND DATA SCIENCE                                                                                             ,1
2018-19,Non-URM,Transfer,APPLIED MATHEMATICS                                         ,ANTHROPOLOGY-BS                                                                                                         ,1
2018-19,Non-URM,Transfer,APPLIED MATHEMATICS                                         ,APPLIED MATHEMATICS                                                                                                     ,36
2018-19,Non-URM,Transfer,APPLIED MATHEMATICS                                         ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,3
2018-19,Non-URM,Transfer,APPLIED MATHEMATICS                                         ,MATHEMATICS                                                                                                             ,1
2018-19,Non-URM,Transfer,APPLIED MATHEMATICS                                         ,MATHEMATICS OF COMPUTATION                                                                                              ,6
2018-19,Non-URM,Transfer,APPLIED MATHEMATICS                                         ,MATHEMATICS/ECONOMICS                                                                                                   ,4
2018-19,Non-URM,Transfer,APPLIED MATHEMATICS                                         ,No Degree,1
2018-19,Non-URM,Transfer,ASTROPHYSICS                                                                                                            ,ASTROPHYSICS                                                                                                            ,2
2018-19,Non-URM,Transfer,ASTROPHYSICS                                                                                                            ,No Degree,1
2018-19,Non-URM,Transfer,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,1
2018-19,Non-URM,Transfer,BIOCHEMISTRY                                                                                                            ,BIOCHEMISTRY                                                                                                            ,35
2018-19,Non-URM,Transfer,BIOCHEMISTRY                                                                                                            ,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",2
2018-19,Non-URM,Transfer,BIOCHEMISTRY                                                                                                            ,No Degree,2
2018-19,Non-URM,Transfer,BIOPHYSICS                                                                                                              ,BIOPHYSICS                                                                                                              ,4
2018-19,Non-URM,Transfer,CHEMISTRY                                                                                                               ,BIOCHEMISTRY                                                                                                            ,11
2018-19,Non-URM,Transfer,CHEMISTRY                                                                                                               ,CHEMISTRY                                                                                                               ,12
2018-19,Non-URM,Transfer,CHEMISTRY                                                                                                               ,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,1
2018-19,Non-URM,Transfer,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,CHEMISTRY                                                                                                               ,1
2018-19,Non-URM,Transfer,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,5
2018-19,Non-URM,Transfer,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,COGNITIVE SCIENCE                                                                                                       ,1
2018-19,Non-URM,Transfer,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,No Degree,1
2018-19,Non-URM,Transfer,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,STATISTICS AND DATA SCIENCE                                                                                             ,1
2018-19,Non-URM,Transfer,ENGINEERING GEOLOGY                                                                                                     ,No Degree,1
2018-19,Non-URM,Transfer,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,APPLIED MATHEMATICS                                                                                                     ,3
2018-19,Non-URM,Transfer,FINANCIAL ACTUARIAL MATHEMATICS                             ,BIOCHEMISTRY                                                                                                            ,1
2018-19,Non-URM,Transfer,FINANCIAL ACTUARIAL MATHEMATICS                             ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,33
2018-19,Non-URM,Transfer,FINANCIAL ACTUARIAL MATHEMATICS                             ,MATHEMATICS/ECONOMICS                                                                                                   ,1
2018-19,Non-URM,Transfer,FINANCIAL ACTUARIAL MATHEMATICS                             ,No Degree,1
2018-19,Non-URM,Transfer,FINANCIAL ACTUARIAL MATHEMATICS                             ,STATISTICS AND DATA SCIENCE                                                                                             ,5
2018-19,Non-URM,Transfer,GEOLOGY                                                                                                                 ,GEOLOGY                                                                                                                 ,1
2018-19,Non-URM,Transfer,MATHEMATICS                                                 ,APPLIED MATHEMATICS                                                                                                     ,13
2018-19,Non-URM,Transfer,MATHEMATICS                                                 ,MATHEMATICS                                                                                                             ,12
2018-19,Non-URM,Transfer,MATHEMATICS                                                 ,MATHEMATICS OF COMPUTATION                                                                                              ,4
2018-19,Non-URM,Transfer,MATHEMATICS                                                 ,MATHEMATICS/ECONOMICS                                                                                                   ,1
2018-19,Non-URM,Transfer,MATHEMATICS                                                 ,No Degree,2
2018-19,Non-URM,Transfer,MATHEMATICS                                                 ,SOCIOLOGY                                                                                                               ,2
2018-19,Non-URM,Transfer,MATHEMATICS                                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,2
2018-19,Non-URM,Transfer,MATHEMATICS FOR TEACHING                                    ,BIOCHEMISTRY                                                                                                            ,1
2018-19,Non-URM,Transfer,MATHEMATICS FOR TEACHING                                    ,MATHEMATICS                                                                                                             ,1
2018-19,Non-URM,Transfer,MATHEMATICS FOR TEACHING                                    ,MATHEMATICS FOR TEACHING                                                                                                ,2
2018-19,Non-URM,Transfer,MATHEMATICS FOR TEACHING                                    ,No Degree,3
2018-19,Non-URM,Transfer,MATHEMATICS OF COMPUTATION                                  ,APPLIED MATHEMATICS                                                                                                     ,1
2018-19,Non-URM,Transfer,MATHEMATICS OF COMPUTATION                                                                                              ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,1
2018-19,Non-URM,Transfer,MATHEMATICS OF COMPUTATION                                  ,MATHEMATICS                                                                                                             ,1
2018-19,Non-URM,Transfer,MATHEMATICS OF COMPUTATION                                  ,MATHEMATICS OF COMPUTATION                                                                                              ,4
2018-19,Non-URM,Transfer,MATHEMATICS OF COMPUTATION                                  ,No Degree,1
2018-19,Non-URM,Transfer,MATHEMATICS/APPLIED SCIENCE                                 ,MATHEMATICS                                                                                                             ,1
2018-19,Non-URM,Transfer,MATHEMATICS/APPLIED SCIENCE                                 ,MATHEMATICS OF COMPUTATION                                                                                              ,1
2018-19,Non-URM,Transfer,MATHEMATICS/APPLIED SCIENCE                                 ,MATHEMATICS/APPLIED SCIENCE                                                                                             ,1
2018-19,Non-URM,Transfer,MATHEMATICS/APPLIED SCIENCE                                 ,MATHEMATICS/ECONOMICS                                                                                                   ,1
2018-19,Non-URM,Transfer,MATHEMATICS/ECONOMICS                                       ,APPLIED MATHEMATICS                                                                                                     ,2
2018-19,Non-URM,Transfer,MATHEMATICS/ECONOMICS                                       ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,5
2018-19,Non-URM,Transfer,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS                                                                                                             ,1
2018-19,Non-URM,Transfer,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS FOR TEACHING                                                                                                ,1
2018-19,Non-URM,Transfer,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS OF COMPUTATION                                                                                              ,1
2018-19,Non-URM,Transfer,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS/ECONOMICS                                                                                                   ,23
2018-19,Non-URM,Transfer,MATHEMATICS/ECONOMICS                                       ,No Degree,1
2018-19,Non-URM,Transfer,MATHEMATICS/ECONOMICS                                       ,STATISTICS AND DATA SCIENCE                                                                                             ,3
2018-19,Non-URM,Transfer,PHYSICS                                                                                                                 ,ATMOSPHERIC AND OCEANIC SCIENCES/MATHEMATICS                                                                            ,1
2018-19,Non-URM,Transfer,PHYSICS                                                                                                                 ,No Degree,4
2018-19,Non-URM,Transfer,PHYSICS                                                                                                                 ,PHYSICS                                                                                                                 ,11
2018-19,Non-URM,Transfer,PHYSICS                                                                                                                 ,SOCIOLOGY                                                                                                               ,1
2018-19,Non-URM,Transfer,PHYSICS                                                                                                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,1
2018-19,Non-URM,Transfer,STATISTICS AND DATA SCIENCE                                 ,APPLIED MATHEMATICS                                                                                                     ,3
2018-19,Non-URM,Transfer,STATISTICS AND DATA SCIENCE                                 ,LABOR STUDIES                                                                                                           ,1
2018-19,Non-URM,Transfer,STATISTICS AND DATA SCIENCE                                 ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,1
2018-19,Non-URM,Transfer,STATISTICS AND DATA SCIENCE                                 ,MATHEMATICS/ECONOMICS                                                                                                   ,1
2018-19,Non-URM,Transfer,STATISTICS AND DATA SCIENCE                                 ,No Degree,1
2018-19,Non-URM,Transfer,STATISTICS AND DATA SCIENCE                                 ,SOCIOLOGY                                                                                                               ,1
2018-19,Non-URM,Transfer,STATISTICS AND DATA SCIENCE                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,61
2018-19,URM,Freshman,APPLIED MATHEMATICS                                         ,APPLIED MATHEMATICS                                                                                                     ,3
2018-19,URM,Freshman,APPLIED MATHEMATICS                                         ,CHICANA AND CHICANO STUDIES                                                                                             ,1
2018-19,URM,Freshman,APPLIED MATHEMATICS                                         ,ELECTRICAL ENGINEERING                                                                                                  ,1
2018-19,URM,Freshman,APPLIED MATHEMATICS                                         ,ENVIRONMENTAL SCIENCE                                                                                                   ,1
2018-19,URM,Freshman,APPLIED MATHEMATICS                                         ,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,2
2018-19,URM,Freshman,APPLIED MATHEMATICS                                         ,MATHEMATICS FOR TEACHING                                                                                                ,1
2018-19,URM,Freshman,APPLIED MATHEMATICS                                         ,MATHEMATICS OF COMPUTATION                                                                                              ,1
2018-19,URM,Freshman,APPLIED MATHEMATICS                                         ,No Degree,3
2018-19,URM,Freshman,APPLIED MATHEMATICS                                         ,PSYCHOBIOLOGY                                                                                                           ,1
2018-19,URM,Freshman,APPLIED MATHEMATICS                                         ,PSYCHOLOGY                                                                                                              ,1
2018-19,URM,Freshman,ASTROPHYSICS                                                                                                            ,ASTROPHYSICS                                                                                                            ,6
2018-19,URM,Freshman,ASTROPHYSICS                                                                                                            ,COGNITIVE SCIENCE                                                                                                       ,1
2018-19,URM,Freshman,ASTROPHYSICS                                                                                                            ,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,1
2018-19,URM,Freshman,ASTROPHYSICS                                                                                                            ,MATERIALS ENGINEERING                                                                                                   ,1
2018-19,URM,Freshman,ASTROPHYSICS                                                                                                            ,No Degree,3
2018-19,URM,Freshman,ASTROPHYSICS                                                                                                            ,PSYCHOLOGY                                                                                                              ,1
2018-19,URM,Freshman,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,1
2018-19,URM,Freshman,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,GEOLOGY                                                                                                                 ,1
2018-19,URM,Freshman,BIOCHEMISTRY                                                                                                            ,AMERICAN LITERATURE AND CULTURE                                                                                         ,1
